OID_,Year,Quarter,EIN,Address,City,State,Zip,County,naics,OBJECTID,Join_Count,TARGET_FID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CNECTAFP,NECTAFP,NCTADVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
534,2020,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,534,1,534,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
535,2020,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,535,1,535,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
536,2020,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,536,1,536,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
537,2020,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,537,1,537,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
538,2021,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,,61,325611,538,1,538,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
539,2021,1,310411980,5348 VINE ST,CINCINNATI,OH,,61,551114,539,1,539,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
540,2021,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,,165,551114,540,1,540,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
541,2021,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,,17,551114,541,1,541,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
542,2021,1,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,,61,551114,542,1,542,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
543,2021,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,,61,551114,543,1,543,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
544,2021,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,,25,611310,544,1,544,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
545,2021,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,,61,551114,545,1,545,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
546,2021,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,,61,611310,546,1,546,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
547,2021,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,,61,611310,547,1,547,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
548,2021,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,,61,551114,548,1,548,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
549,2021,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,,25,611310,549,1,549,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
550,2021,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,,61,611310,550,1,550,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
551,2021,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,,61,325611,551,1,551,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
552,2021,2,310411980,5348 VINE ST,CINCINNATI,OH,,61,551114,552,1,552,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
553,2021,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,,165,551114,553,1,553,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
554,2021,2,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,,61,551114,554,1,554,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
555,2021,2,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,,61,551114,555,1,555,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
556,2021,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,,25,611310,556,1,556,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
557,2021,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,,61,551114,557,1,557,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
558,2021,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,,61,611310,558,1,558,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
559,2021,2,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,,61,551114,559,1,559,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
560,2021,2,310411980,8611 BECKETT RD,WEST CHEST,OH,,17,551114,560,0,560,,,,,,,,,,,,,,,,,,
561,2021,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,,61,611310,561,1,561,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
562,2021,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,,25,611310,562,1,562,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
563,2021,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,,61,611310,563,1,563,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
